comparison_id,comparison_label,date,total_cost_yuan_raw,contract_cost_yuan_raw,emergency_cost_yuan_raw,emergency_kwh_raw,energy_start_actual_kwh_raw,energy_end_actual_kwh_raw,total_cost_yuan_corrected,contract_cost_yuan_corrected,emergency_cost_yuan_corrected,emergency_kwh_corrected,energy_start_actual_kwh_corrected,energy_end_actual_kwh_corrected,raw_policy,corrected_policy,cash_gain_yuan,contract_cost_gain_yuan,emergency_cost_gain_yuan,emergency_energy_reduction_kwh,inventory_adjusted_daily_gain_yuan,cumulative_cash_gain_yuan,cumulative_inventory_adjusted_gain_yuan,day_result,month,is_main_evaluation
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-17,52703.12658667706,51051.27892323548,1651.8476634415836,254.43007596870285,8647.583075166473,8566.067915843976,52703.12658667706,51051.27892323548,1651.8476634415836,254.43007596870285,8647.583075166473,8566.067915843976,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-18,50419.60674311175,49974.58381177733,445.02293133441293,84.55358301892727,8566.067915843976,8567.07875399341,50419.60674311175,49974.58381177733,445.02293133441293,84.55358301892727,8566.067915843976,8567.07875399341,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-19,52305.91390530507,49087.637250281,3218.2766550240713,624.1661501078319,8567.07875399341,8269.030822383276,52305.91390530507,49087.637250281,3218.2766550240713,624.1661501078319,8567.07875399341,8269.030822383276,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-20,49371.331246628775,48270.212680465644,1101.11856616313,239.9223694242873,8269.030822383276,8165.617312206332,49371.331246628775,48270.212680465644,1101.11856616313,239.9223694242873,8269.030822383276,8165.617312206332,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-21,18653.880156767944,18432.581050241915,221.29910652602916,48.66147715758423,8165.617312206332,7797.21822709971,18653.880156767944,18432.581050241915,221.29910652602916,48.66147715758423,8165.617312206332,7797.21822709971,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-22,18949.19370483651,18732.160051594816,217.03365324169593,39.61914078891857,7797.21822709971,7622.664624482604,18949.19370483651,18732.160051594816,217.03365324169593,39.61914078891857,7797.21822709971,7622.664624482604,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-23,49927.162044834244,49302.680289844684,624.4817549895546,124.72680025565155,7622.664624482604,7618.242116000332,49927.162044834244,49302.680289844684,624.4817549895546,124.72680025565155,7622.664624482604,7618.242116000332,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-24,46833.46716452731,46392.26420683845,441.20295768886143,100.08381469256933,7618.242116000332,7592.940348617499,46833.46716452731,46392.26420683845,441.20295768886143,100.08381469256933,7618.242116000332,7592.940348617499,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-25,47267.779140721344,46413.429460812105,854.3496799092399,187.75054277920637,7592.940348617499,7438.091782853747,47267.779140721344,46413.429460812105,854.3496799092399,187.75054277920637,7592.940348617499,7438.091782853747,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-26,47147.83338632801,46887.59997915813,260.23340716987997,58.47377311127525,7438.091782853747,7645.557722792156,47147.83338632801,46887.59997915813,260.23340716987997,58.47377311127525,7438.091782853747,7645.557722792156,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-27,47808.079248966314,45864.78194493275,1943.2973040335607,349.87232961213414,7645.557722792156,7724.646021309767,47808.079248966314,45864.78194493275,1943.2973040335607,349.87232961213414,7645.557722792156,7724.646021309767,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-02-28,19122.70187952432,17660.246937052365,1462.4549424719553,272.4121802730174,7724.646021309767,7583.230889900954,19122.70187952432,17660.246937052365,1462.4549424719553,272.4121802730174,7724.646021309767,7583.230889900954,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-02,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-03-01,19454.567663101658,18120.682159778666,1333.8855033229943,247.81233307162267,7583.230889900954,7503.367159656782,19454.567663101658,18120.682159778666,1333.8855033229943,247.81233307162267,7583.230889900954,7503.367159656782,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-03,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-03-02,50502.45970043868,50133.696611558866,368.76308887982134,77.32087584010927,7503.367159656782,7498.795020577538,50502.45970043868,50133.696611558866,368.76308887982134,77.32087584010927,7503.367159656782,7498.795020577538,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-03,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-03-03,51674.59740732328,50818.486808426256,856.110598897021,175.21348665316282,7498.795020577538,7412.436767315115,51674.59740732328,50818.486808426256,856.110598897021,175.21348665316282,7498.795020577538,7412.436767315115,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-03,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-03-04,47551.46607350487,47540.558133113984,10.90794039087995,2.6808099581521443,7412.436767315115,7251.811619016222,47551.46607350487,47540.558133113984,10.90794039087995,2.6808099581521443,7412.436767315115,7251.811619016222,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-03,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-03-05,48325.80206715969,47628.351661146495,697.450406013191,108.80551168367292,7251.811619016222,7180.564498001108,48325.80206715969,47628.351661146495,697.450406013191,108.80551168367292,7251.811619016222,7180.564498001108,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-03,False
fixed_w14_vs_raw,Fixed price: 14-day correction vs raw PV,2025-03-06,44705.581419900984,44705.581419900984,0.0,0.0,7180.564498001108,7078.167043647127,44705.581419900984,44705.581419900984,0.0,0.0,7180.564498001108,7078.167043647127,fixed_raw,fixed_w14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,2025-03,False
