policy,date,expected_emergency_yuan,actual_emergency_yuan,emergency_prediction_error_yuan,selected_proxy_score_yuan,actual_cost_yuan
P_B1_floor,2025-02-18,648.5768415938426,116.08200899999922,-532.4948325938434,49879.17195073935,49437.132211262666
P_B1_floor,2025-02-19,615.910815328316,233.19755989666578,-382.71325543165017,50271.33347079165,49857.44297334349
P_B1_floor,2025-02-20,584.421045914417,130.86830573333177,-453.55274018108526,50539.92285568352,50284.16710007591
P_B1_floor,2025-02-21,0.0,0.0,0.0,18489.22086312833,18594.671880077003
P_B1_floor,2025-02-22,0.0,0.0,0.0,18463.975621715766,18522.805641806997
P_B1_floor,2025-02-23,373.4216266417681,0.0,-373.4216266417681,51124.80735558918,50715.11120585152
P_B1_floor,2025-02-24,302.7746328843658,75.74803982666499,-227.02659305770084,49079.62854829223,48936.50883600471
P_B1_floor,2025-02-25,338.42815467217093,128.94168163666617,-209.48647303550476,47587.14186673667,47457.35442389769
P_B1_floor,2025-02-26,441.3073474938874,0.0,-441.3073474938874,46018.18750905168,45704.68924635902
P_B1_floor,2025-02-27,263.13062918999907,2442.7184107699527,2179.5877815799536,47415.4588022885,49570.312948622995
P_B1_floor,2025-02-28,0.0,0.0,0.0,17837.63614641463,17903.33400627057
P_B1_floor,2025-03-01,0.0,0.0,0.0,17895.324305236692,17940.585240002394
P_B1_floor,2025-03-02,259.9868326220856,5202.812030916998,4942.825198294912,50462.14512979086,55370.403459182475
P_B1_floor,2025-03-03,471.92602020594524,0.0,-471.92602020594524,52531.735646928515,52170.09169836993
P_B1_floor,2025-03-04,378.7358439616338,0.0,-378.7358439616338,52683.151315192394,52376.82000489971
P_B1_floor,2025-03-05,401.623256279663,0.0,-401.623256279663,50183.12325147355,49803.93568648798
P_B1_floor,2025-03-06,496.1720652534852,0.0,-496.1720652534852,48138.63332889904,47679.21045320129
P_B1_floor,2025-03-07,0.0,0.0,0.0,17523.906693769313,17644.939573245738
P_B1_floor,2025-03-08,0.0,0.0,0.0,16890.11656292696,16847.558825567714
P_B1_floor,2025-03-09,446.53266606401576,0.0,-446.53266606401576,45024.97663475839,44475.39128125416
